id;spkid;full_name;pdes;name;prefix;neo;pha;H;diameter;albedo;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;e;a;q;i;om;w;ma;ad;n;tp;tp_cal;per;per_y;moid;moid_ld;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;rms
a0000828;2000828;   828 Lindemannia (1916 ZX);828;Lindemannia;;N;N;10.3;47.891;0.057;0.61;JPL 89;2459000.5;59000;20200531;J2000;0.027947283;3.191797202;3.102595144;1.125215896;1.823741668;294.8674933;133.6105084;3.280999261;0.172842739;2458227.482;20180418.98;2082.818188;5.702445416;2.08687;812.1471979;2.8933E-08;1.2073E-08;9.3361E-08;3.7613E-06;0.00016282;0.00017655;0.000068225;1.241E-08;9.8063E-10;0.00039516;0.000011817;MBA;0.4247
a0000829;2000829;   829 Academia (1916 ZY);829;Academia;;N;N;11;42.685;0.054;0.087;JPL 39;2459000.5;59000;20200531;J2000;0.098263811;2.579475003;2.326005959;8.278533105;352.3444221;42.09689742;325.4295148;2.832944047;0.237906928;2459145.811;20201023.31;1513.196793;4.142907032;1.3383;520.826211;3.7238E-08;9.1798E-09;9.3934E-08;4.2301E-06;0.000026433;0.000033389;0.000021462;1.0082E-08;1.27E-09;0.000090448;8.0777E-06;MBA;0.43512
a0000830;2000830;   830 Petropolitana (1916 ZZ);830;Petropolitana;;N;N;9.1;41.328;0.215;0.131;JPL 43;2459000.5;59000;20200531;J2000;0.064936319;3.208512781;3.000163771;3.802799668;340.2792974;90.93998073;297.3602463;3.41686179;0.171493796;2459365.76;20210531.26;2099.201303;5.747299939;2.01786;785.2905762;3.6432E-08;1.5762E-08;1.2081E-07;4.9195E-06;0.00006139;0.00007249;0.00004004;1.6786E-08;1.2637E-09;0.00023416;0.000015469;OMB;0.44364
a0000831;2000831;   831 Stateira (1916 AA);831;Stateira;;N;N;13;7.218;0.257;0.113;JPL 31;2459000.5;59000;20200531;J2000;0.146419548;2.211778713;1.887931072;4.836715225;178.0642537;225.0902389;150.438312;2.535626353;0.299634325;2458498.427;20190114.93;1201.464485;3.289430486;0.899769;350.1631017;3.6368E-08;5.2105E-09;8.0995E-08;3.6553E-06;0.000039099;0.000040333;0.000010106;5.9735E-09;1.0588E-09;0.000033242;4.2456E-06;MBA;0.42269
a0000832;2000832;   832 Karin (1916 AB);832;Karin;;N;N;11.2;15.812;0.221;0.111;JPL 73;2459000.5;59000;20200531;J2000;0.081113267;2.864436325;2.632092537;1.005582466;253.9082471;122.1498405;125.0324734;3.096780113;0.203303715;2458385.497;20180924;1770.749736;4.848048558;1.63333;635.6430361;4.2398E-08;1.0435E-08;1.1864E-07;3.2928E-06;0.00024264;0.00024353;0.000020664;1.1281E-08;1.1109E-09;0.00010176;0.000009676;MBA;0.42368
a0000833;2000833;   833 Monica (1916 AC);833;Monica;;N;N;11.1;21.99;0.206;0.303;JPL 31;2459000.5;59000;20200531;J2000;0.117707955;3.014043464;2.659266572;9.779217384;352.8569621;36.26693993;285.6987473;3.368820356;0.188356151;2459394.972;20210629.47;1911.27286;5.232779905;1.67023;650.0034091;4.6626E-08;1.5723E-08;1.4299E-07;5.6732E-06;0.000024383;0.000032271;0.000022219;1.7574E-08;1.4739E-09;0.00011926;0.000014955;MBA;0.38983
a0000834;2000834;   834 Burnhamia (1916 AD);834;Burnhamia;;N;N;9.5;61.278;0.071;0.303;JPL 106;2459000.5;59000;20200531;J2000;0.201161663;3.184938998;2.544251374;3.97791845;182.6769682;91.32013798;207.7059501;3.825626622;0.173401319;2459878.775;20221026.28;2076.108778;5.684076053;1.53198;596.2006566;3.176E-08;1.4144E-08;9.9204E-08;4.0073E-06;0.000053085;0.000054015;0.000011041;1.6989E-08;1.1551E-09;0.000066183;0.00001383;MBA;0.43805
a0000835;2000835;   835 Olivia (1916 AE);835;Olivia;;N;N;11.5;30.418;0.025;0.082;JPL 39;2459000.5;59000;20200531;J2000;0.087542172;3.218341557;2.936600945;3.699774599;308.4845113;66.97227363;1.925795075;3.500082168;0.170708786;2458989.219;20200519.72;2108.854548;5.773729083;1.94005;755.0092585;3.0898E-08;1.4623E-08;1.0154E-07;4.0683E-06;0.000050825;0.00005558;0.000021977;1.5904E-08;1.1635E-09;0.00012875;0.000014373;OMB;0.43571
a0000836;2000836;   836 Jole (1916 AF);836;Jole;;N;N;13.2;5.757;0.194;0.062;JPL 31;2459000.5;59000;20200531;J2000;0.175866125;2.189975508;1.804833001;4.8449188;199.755933;179.7813752;340.4540481;2.575118016;0.304120144;2459064.77;20200803.27;1183.7427;3.240910882;0.807131;314.1111713;2.8023E-08;5.6444E-09;6.1581E-08;3.1338E-06;0.000040394;0.000042111;0.000014394;6.637E-09;1.1757E-09;0.000047454;4.5764E-06;MBA;0.46407
a0000837;2000837;   837 Schwarzschilda (1916 AG);837;Schwarzschilda;;N;N;12.3;5.968;0.467;0.09;JPL 33;2459000.5;59000;20200531;J2000;0.041219866;2.298765351;2.204010551;6.735490358;200.0281691;172.2560833;258.6193979;2.39352015;0.282788738;2459359.003;20210524.5;1273.035136;3.48538025;1.20412;468.6073804;3.9206E-08;6.3943E-09;8.9503E-08;4.1446E-06;0.000028012;0.000049199;0.000040927;6.6579E-09;1.1799E-09;0.00014495;5.3117E-06;MBA;0.41415
a0000838;2000838;   838 Seraphina (1916 AH);838;Seraphina;;N;N;10.1;58.095;0.048;0.496;JPL 74;2459000.5;59000;20200531;J2000;0.130890492;2.898295836;2.518936467;10.4226159;240.0531445;117.1042249;15.24800246;3.277655204;0.199751479;2458924.165;20200315.67;1802.239467;4.934262744;1.53687;598.1036979;3.077E-08;1.0666E-08;8.9482E-08;0.000003908;0.000019419;0.000024624;0.000016007;1.2062E-08;1.1027E-09;0.000079989;0.000009949;MBA;0.42311
a0000839;2000839;   839 Valborg (1916 AJ);839;Valborg;;N;N;10.6;20.39;0.3534;0.8;JPL 38;2459000.5;59000;20200531;J2000;0.152305244;2.614491652;2.216290864;12.60574811;338.1788023;339.8331985;229.0306;3.01269244;0.233143432;2459562.255;20211213.75;1544.113842;4.227553297;1.20807;470.1446019;4.139E-08;9.6076E-09;1.0967E-07;4.7429E-06;0.00001545;0.000019404;0.000013376;1.1071E-08;1.2851E-09;0.000058386;8.5113E-06;MBA;0.39325
a0000840;2000840;   840 Zenobia (1916 AK);840;Zenobia;;N;N;10.1;27.306;0.232;0.256;JPL 36;2459000.5;59000;20200531;J2000;0.101010854;3.130261688;2.814071283;9.989238101;272.7644647;10.40698201;322.1628681;3.446452094;0.177964388;2459213.111;20201229.61;2022.876623;5.538334356;1.79826;699.8288442;3.9011E-08;1.4957E-08;1.2621E-07;4.3599E-06;0.000027461;0.000036878;0.000026679;1.6468E-08;1.2755E-09;0.00015053;0.000014498;MBA;0.42792
a0000841;2000841;   841 Arabella (1916 AL);841;Arabella;;N;N;12.8;7.501;0.213;0.097;JPL 33;2459000.5;59000;20200531;J2000;0.06938109;2.255076253;2.098616604;3.789465886;354.7108099;119.892635;119.2396089;2.411535901;0.291046396;2458590.807;20190417.31;1236.916191;3.386491967;1.11789;435.0492513;3.3149E-08;5.597E-09;7.4495E-08;3.7845E-06;0.000051354;0.000058516;0.000026888;5.9853E-09;1.0835E-09;0.0000923;0.000004605;MBA;0.43504
a0000842;2000842;   842 Kerstin (1916 AM);842;Kerstin;;N;N;10.6;43.576;0.051;0.19;JPL 33;2459000.5;59000;20200531;J2000;0.116493789;3.236791747;2.859725613;14.49588137;5.400752891;352.49047;350.4443987;3.613857882;0.16925127;2459056.958;20200726.46;2127.015056;5.823449846;1.85708;722.7198236;5.3142E-08;1.9575E-08;1.7279E-07;6.0244E-06;0.000015225;0.000022271;0.000016921;2.1855E-08;1.5353E-09;0.0001001;0.000019295;OMB;0.37165
a0000843;2000843;   843 Nicolaia (1916 AN);843;Nicolaia;;N;N;13.8;;;;JPL 25;2459000.5;59000;20200531;J2000;0.20954177;2.279135272;1.801561232;7.997746934;4.057467285;317.0100941;72.52286963;2.756709312;0.286450062;2458747.322;20190920.82;1256.763562;3.440831107;0.799226;311.0347824;3.9731E-08;5.6084E-09;9.1433E-08;4.8868E-06;0.000026369;0.000027948;9.3229E-06;6.7836E-09;1.0573E-09;0.000032401;4.6389E-06;MBA;0.47846
a0000844;2000844;   844 Leontina (1916 AP);844;Leontina;;N;N;9.6;42.154;0.173;0.321;JPL 43;2459000.5;59000;20200531;J2000;0.069339977;3.204016372;2.981849952;8.776041402;348.6882203;353.1982036;92.23355055;3.426182793;0.171854926;2458463.806;20181211.31;2094.790119;5.735222777;1.97401;768.2254717;3.9214E-08;1.5278E-08;1.2517E-07;4.4781E-06;0.00002809;0.000043302;0.000032226;1.6337E-08;1.2292E-09;0.00018822;0.000014983;OMB;0.35323
a0000845;2000845;   845 Naema (1916 AS);845;Naema;;N;N;10.2;52.677;0.041;0.291;JPL 40;2459000.5;59000;20200531;J2000;0.070024909;2.938135549;2.732392873;12.60957362;43.14380926;294.6228368;265.7537182;3.143878224;0.195702481;2459482.079;20210924.58;1839.527008;5.036350466;1.75431;682.7248227;3.5945E-08;1.2647E-08;1.0773E-07;4.2722E-06;0.000017596;0.0000343;0.000030689;1.3533E-08;1.2636E-09;0.00015783;0.000011877;MBA;0.40811
a0000846;2000846;   846 Lipperta (1916 AT);846;Lipperta;;N;N;10.3;52.41;0.0506;1.4;JPL 39;2459000.5;59000;20200531;J2000;0.177188384;3.137050282;2.581201413;0.265740123;261.0056784;129.358739;277.0138598;3.692899151;0.177387027;2459468.325;20210910.83;2029.460704;5.556360585;1.58668;617.4882556;3.4712E-08;1.3731E-08;1.0931E-07;3.6686E-06;0.00085295;0.00085301;0.000011647;1.6164E-08;1.1646E-09;0.000067391;0.000013324;MBA;0.42096
a0000847;2000847;   847 Agnia (1915 XX);847;Agnia;;N;N;10.2;24.931;0.152;0.313;JPL 34;2459000.5;59000;20200531;J2000;0.095905689;2.781324071;2.514579269;2.48191771;270.9190362;129.7904849;145.9649281;3.048068874;0.21248422;2458313.555;20180714.06;1694.243463;4.638585798;1.52361;592.9433037;3.631E-08;9.2244E-09;1.0041E-07;3.8406E-06;0.000097359;0.000099712;0.000022082;1.0109E-08;1.0571E-09;0.00010329;8.4286E-06;MBA;0.43819
a0000848;2000848;   848 Inna (1915 XS);848;Inna;;N;N;11.2;33.027;0.069;0.13;JPL 37;2459000.5;59000;20200531;J2000;0.162718799;3.10999386;2.603939394;1.053782724;207.8168064;125.3677685;56.58093306;3.616048326;0.17970691;2458685.649;20190721.15;2003.261868;5.484632081;1.5939;620.298063;3.1732E-08;1.1823E-08;9.8296E-08;3.7104E-06;0.00017571;0.00017599;0.000010097;1.3747E-08;1.0247E-09;0.000056144;0.000011423;MBA;0.47075
a0000849;2000849;   849 Ara (1912 NY);849;Ara;;N;N;8.2;80.756;0.186;1.127;JPL 90;2459000.5;59000;20200531;J2000;0.200918141;3.146181412;2.514056493;19.53026728;228.3651546;63.29327713;323.2911429;3.778306331;0.176615344;2459208.346;20201224.85;2038.32799;5.580637891;1.56462;608.9031654;3.6916E-08;1.3225E-08;1.176E-07;0.000004853;0.000011982;0.00001644;0.000013271;1.5882E-08;1.1136E-09;0.000075883;0.000012852;MBA;0.46606
a0000850;2000850;   850 Altona (1916 S24);850;Altona;;N;N;9.7;80.9;0.039;1.8;JPL 42;2459000.5;59000;20200531;J2000;0.125345175;2.999383417;2.623425178;15.54584421;121.1312012;134.9465256;318.7023368;3.375341656;0.189738776;2459218.155;20210103.66;1897.345432;5.194648684;1.63142;634.8997214;3.5405E-08;1.253E-08;1.0812E-07;0.000003958;0.000015309;0.00002248;0.000017328;1.4101E-08;1.189E-09;0.000091624;0.00001189;MBA;0.414
a0000851;2000851;   851 Zeissia (1916 S26);851;Zeissia;;N;N;11.5;12.642;0.335;0.13;JPL 36;2459000.5;59000;20200531;J2000;0.089962096;2.228918659;2.028400465;2.393097472;141.1652431;7.759851673;155.7625223;2.429436853;0.296184784;2458474.604;20181222.1;1215.457441;3.32774111;1.0396;404.581132;3.0617E-08;5.208E-09;6.829E-08;3.2934E-06;0.000094441;0.000097075;0.000022372;5.6765E-09;1.0381E-09;0.000075319;0.00000426;MBA;0.42175
a0000852;2000852;   852 Wladilena (1916 S27);852;Wladilena;;N;N;10;26.541;0.225;0.155;JPL 39;2459000.5;59000;20200531;J2000;0.274269324;2.362929815;1.714850652;23.01184163;27.28652051;282.2928989;167.5944715;3.011008978;0.27134876;2458382.865;20180921.37;1326.705899;3.632322789;0.851066;331.2093552;4.3668E-08;8.7401E-09;1.0263E-07;4.6677E-06;0.000012318;0.000015414;0.00001422;1.1137E-08;1.5055E-09;0.000050406;7.3609E-06;MBA;0.40198
a0000853;2000853;   853 Nansenia (1916 S28);853;Nansenia;;N;N;11.6;27.593;0.051;0.117;JPL 39;2459000.5;59000;20200531;J2000;0.105390187;2.312619912;2.068892468;9.214128531;182.8397539;59.71995697;189.4863034;2.556347356;0.28025133;2459608.931;20220129.43;1284.561253;3.516937037;1.07478;418.2721326;3.4926E-08;5.9287E-09;8.0916E-08;4.2376E-06;0.000020769;0.000027868;0.000018669;6.5535E-09;1.0777E-09;0.000067014;4.9397E-06;MBA;0.44212
a0000854;2000854;   854 Frostia (1916 S29);854;Frostia;;N;N;12;7.839;0.415;0.204;JPL 74;2459000.5;59000;20200531;J2000;0.17374373;2.368829826;1.957260497;6.086313283;190.5834556;84.21195933;147.2487922;2.780399155;0.270335624;2458455.811;20181203.31;1331.677987;3.645935625;0.952619;370.7307362;2.7702E-08;5.985E-09;6.4643E-08;3.9878E-06;0.000028211;0.00003051;0.000012317;7.0248E-09;1.0245E-09;0.000044943;5.0468E-06;MBA;0.41271
a0000855;2000855;   855 Newcombia (1916 ZP);855;Newcombia;;N;N;11.7;12.392;0.219;0.088;JPL 40;2459000.5;59000;20200531;J2000;0.17866663;2.362383702;1.940304566;10.88087334;17.11775167;233.9835249;211.6185728;2.784462837;0.271442857;2459547.14;20211128.64;1326.245989;3.631063625;0.949554;369.5379302;3.5692E-08;7.1542E-09;8.3732E-08;4.1594E-06;0.000018626;0.000021838;0.00001363;8.4324E-09;1.233E-09;0.000051191;6.0245E-06;MBA;0.42625
a0000856;2000856;   856 Backlunda (1916 S30);856;Backlunda;;N;N;10.7;45.449;0.045;0.132;74;2459000.5;59000;20200531;J2000;0.119413387;2.434759834;2.144016916;14.32771226;125.5393073;72.99859184;137.7178948;2.725502752;0.259429812;2458469.652;20181217.15;1387.658562;3.799202087;1.19375;464.5716875;3.442E-08;7.4565E-09;8.2773E-08;4.2916E-06;0.000015382;0.000024114;0.000018032;8.3469E-09;1.1918E-09;0.000069265;6.3746E-06;MBA;0.4123
a0000857;2000857;   857 Glasenappia (1916 S33);857;Glasenappia;;N;N;11.6;14.497;0.271;0.151;JPL 73;2459000.5;59000;20200531;J2000;0.088827775;2.190414338;1.995844707;5.300801127;82.915456;239.0021826;298.4959419;2.38498397;0.304028757;2459202.797;20201219.3;1184.098517;3.241885058;0.988838;384.8260845;3.9439E-08;4.9248E-09;8.7266E-08;3.3028E-06;0.000042375;0.000045708;0.000018423;5.3623E-09;1.0253E-09;0.000060783;3.9934E-06;MBA;0.43036
a0000858;2000858;   858 El Djezair (1916 a);858;El Djezair;;N;N;10.3;22.519;0.375;0.065;JPL 32;2459000.5;59000;20200531;J2000;0.103437096;2.812862566;2.521908232;8.869506812;67.18388009;179.1291341;34.93505144;3.103816901;0.208920619;2458833.283;20191215.78;1723.142512;4.717707082;1.50836;587.0084612;3.8605E-08;1.1584E-08;1.1058E-07;4.4094E-06;0.000031145;0.000039316;0.000025382;1.2782E-08;1.2905E-09;0.00012131;0.000010644;MBA;0.44567
a0000859;2000859;   859 Bouzareah (1916 c);859;Bouzareah;;N;N;9.7;65.417;0.031;0.487;76;2459000.5;59000;20200531;J2000;0.109221072;3.223640542;2.871551066;13.50386931;35.68327594;21.73971194;315.9044127;3.575730018;0.170288045;2459259.447;20210213.95;2114.065021;5.787994581;1.88705;734.3832485;4.1482E-08;1.5391E-08;1.3583E-07;0.000004768;0.000015525;0.000023352;0.000018072;1.7072E-08;1.2195E-09;0.00010621;0.00001514;OMB;0.43016
a0000860;2000860;   860 Ursina (1917 BD);860;Ursina;;N;N;9.9;34.561;0.116;0.356;JPL 42;2459000.5;59000;20200531;J2000;0.106765465;2.79683291;2.498227743;13.29891216;309.3504657;21.7217456;182.5879943;3.095438077;0.210719289;2459842.435;20220919.94;1708.434011;4.677437403;1.49086;580.1979862;3.8689E-08;1.004E-08;1.0818E-07;3.2398E-06;0.000017338;0.000027464;0.000024477;1.1112E-08;1.1347E-09;0.00011841;9.1994E-06;MBA;0.39455
a0000861;2000861;   861 Aida (1917 BE);861;Aida;;N;N;9.7;66.85;0.0571;3.7;JPL 48;2459000.5;59000;20200531;J2000;0.101217077;3.140141726;2.822305759;8.058597832;114.9465405;192.3202213;14.24114755;3.457977694;0.177125137;2458920.098;20200311.6;2032.461378;5.564575984;1.80792;703.5882264;3.2017E-08;1.4044E-08;1.0405E-07;3.6584E-06;0.000026749;0.000032854;0.000019677;1.5466E-08;1.1883E-09;0.00011096;0.000013635;MBA;0.42088
a0000862;2000862;   862 Franzia (1917 BF);862;Franzia;;N;N;9.8;27.033;0.291;0.847;JPL 35;2459000.5;59000;20200531;J2000;0.082269163;2.80384124;2.573171569;13.88716765;300.0100977;120.9656134;53.87149463;3.034510911;0.209929729;2458743.883;20190917.38;1714.859548;4.695029562;1.61707;629.3151319;3.7111E-08;1.0325E-08;1.0409E-07;4.7383E-06;0.000017641;0.000035099;0.000029202;1.1175E-08;1.1596E-09;0.00013921;9.4724E-06;MBA;0.39894
a0000863;2000863;   863 Benkoela (1917 BH);863;Benkoela;;N;N;9.1;38.724;0.29;0.161;JPL 36;2459000.5;59000;20200531;J2000;0.028938209;3.202055295;3.109393549;25.41689147;116.92443;97.39300135;292.0625387;3.294717042;0.172012827;2459395.456;20210629.96;2092.867182;5.729958061;2.15688;839.3929896;3.8894E-08;1.5825E-08;1.2717E-07;4.6665E-06;0.000010024;0.000083838;0.00008469;1.6283E-08;1.2752E-09;0.00049314;0.000015515;OMB;0.39434
a0000864;2000864;   864 Aase (A921 SB);864;Aase;;N;N;12.8;7.249;0.239;0.351;JPL 35;2459000.5;59000;20200531;J2000;0.190084419;2.208233275;1.788482537;5.449627676;163.0997222;193.9213313;28.26913738;2.627984013;0.300356233;2458906.381;20200226.88;1198.576757;3.281524317;0.784606;305.345117;3.6044E-08;5.3758E-09;8.1322E-08;3.7113E-06;0.000033426;0.000034432;9.8358E-06;6.3976E-09;1.0968E-09;0.00003258;4.3768E-06;MBA;0.46624
a0000865;2000865;   865 Zubaida (1917 BO);865;Zubaida;;N;N;11.7;17.77;0.0972;1.1;JPL 35;2459000.5;59000;20200531;J2000;0.194111834;2.418054598;1.948681586;13.34393923;176.9159847;302.03866;191.8123756;2.887427609;0.262122873;2459642.137;20220303.64;1373.401701;3.760168927;0.997375;388.1484288;2.9533E-08;6.921E-09;7.073E-08;4.2431E-06;0.000017505;0.000021621;0.000013649;8.2644E-09;1.1254E-09;0.000052751;5.8965E-06;MBA;0.44711
a0000866;2000866;   866 Fatme (1917 BQ);866;Fatme;;N;N;9.5;78.061;0.046;0.36;JPL 57;2459000.5;59000;20200531;J2000;0.052267362;3.123848616;2.960573289;8.661590797;91.06018566;263.2010406;34.54366664;3.287123944;0.178512694;2458806.992;20191119.49;2016.663306;5.521323219;1.97137;767.1980629;3.4037E-08;1.3384E-08;1.0728E-07;3.6319E-06;0.000025887;0.000044151;0.000035684;1.4083E-08;1.1472E-09;0.00020001;0.00001296;MBA;0.44263
a0000867;2000867;   867 Kovacia (1917 BS);867;Kovacia;;N;N;11.5;24.113;0.092;0.439;JPL 30;2459000.5;59000;20200531;J2000;0.127567469;3.066267416;2.675111444;5.973829943;46.81990595;70.13533119;113.7669469;3.457423388;0.183564642;2458380.735;20180919.23;1961.161996;5.369368915;1.69887;661.1492379;3.1708E-08;1.1693E-08;9.6583E-08;4.2729E-06;0.000037632;0.000042011;0.000018025;1.3185E-08;1.05E-09;0.000097402;0.000011218;MBA;0.43252
a0000868;2000868;   868 Lova (1917 BU);868;Lova;;N;N;10.3;50.692;0.056;0.191;JPL 53;2459000.5;59000;20200531;J2000;0.148308754;2.704108526;2.303065561;5.838626768;115.77895;286.7413912;224.4826163;3.105151492;0.221650083;2459611.902;20220201.4;1624.181664;4.446767046;1.32014;513.7588838;3.5191E-08;8.6777E-09;9.5263E-08;3.6731E-06;0.00003769;0.000039761;0.000014362;9.9647E-09;1.0669E-09;0.000066227;7.8182E-06;MBA;0.44166
a0000869;2000869;   869 Mellena (1917 BV);869;Mellena;;N;N;11.9;21.193;0.065;0.09;JPL 38;2459000.5;59000;20200531;J2000;0.220197531;2.688675806;2.096636031;7.838535664;154.8793567;107.0905022;90.37592911;3.280715582;0.223561191;2458596.244;20190422.74;1610.297378;4.408753944;1.09745;427.0946165;3.3108E-08;8.5613E-09;8.9358E-08;4.6915E-06;0.000027687;0.000029578;0.000010378;1.0447E-08;1.0678E-09;0.000046012;7.6913E-06;MBA;0.44036
a0000870;2000870;   870 Manto (1917 BX);870;Manto;;N;N;11.7;13.683;0.216;0.236;JPL 39;2459000.5;59000;20200531;J2000;0.265130591;2.322231472;1.706536868;6.192799112;120.797448;196.8938538;343.8687917;2.937926075;0.27851322;2459058.419;20200727.92;1292.577782;3.538885097;0.69417;270.1501389;3.2189E-08;6.586E-09;7.5313E-08;3.6257E-06;0.000036278;0.000037109;0.000011121;8.3322E-09;1.1848E-09;0.000040074;5.4988E-06;MBA;0.43031
a0000871;2000871;   871 Amneris (1917 BY);871;Amneris;;N;N;12.6;8.011;0.38;0.063;JPL 36;2459000.5;59000;20200531;J2000;0.120035899;2.222427669;1.955656566;4.250836383;158.0031813;66.6136889;36.5981213;2.489198773;0.297483321;2458877.474;20200128.97;1210.15188;3.313215278;0.951478;370.2866933;3.1967E-08;5.2588E-09;7.1681E-08;3.8066E-06;0.000042305;0.000045065;0.000016742;5.89E-09;1.0559E-09;0.000056123;4.2953E-06;MBA;0.4626
a0000872;2000872;   872 Holda (1917 BZ);872;Holda;;N;N;10.1;34.431;0.165;0.322;JPL 40;2459000.5;59000;20200531;J2000;0.078626684;2.731607452;2.516830218;7.374348438;194.7209189;18.01493755;313.3121789;2.946384687;0.218311514;2459214.359;20201230.86;1649.019762;4.514770053;1.51238;588.5729246;3.2866E-08;8.5225E-09;9.1706E-08;3.6817E-06;0.000025949;0.000034696;0.000023925;9.1926E-09;1.0217E-09;0.00010984;7.7173E-06;MBA;0.43271
a0000873;2000873;   873 Mechthild (1917 CA);873;Mechthild;;N;N;11.4;34.471;0.04;0.103;32;2459000.5;59000;20200531;J2000;0.149450281;2.627293706;2.234643924;5.276331339;149.9957068;109.9898337;48.26409381;3.019943488;0.231441447;2458791.963;20191104.46;1555.469017;4.258642073;1.22607;477.1496619;3.4722E-08;8.0981E-09;9.282E-08;3.9013E-06;0.000045438;0.000047756;0.000014608;9.3084E-09;1.0701E-09;0.000062961;7.1917E-06;MBA;0.44774
a0000874;2000874;   874 Rotraut (1917 CC);874;Rotraut;;N;N;10.1;58.287;0.054;0.198;JPL 47;2459000.5;59000;20200531;J2000;0.080069879;3.151536613;2.899193456;11.14107623;190.6314065;9.454716388;171.8045921;3.403879769;0.176165369;2458025.254;20170928.75;2043.534444;5.594892386;1.89781;738.5707177;3.239E-08;1.3703E-08;9.8048E-08;3.4813E-06;0.000017672;0.000028302;0.000021963;1.48E-08;1.149E-09;0.00012427;0.000013328;MBA;0.44367
a0000875;2000875;   875 Nymphe (1917 CF);875;Nymphe;;N;N;11.2;14.107;0.223;0.262;JPL 34;2459000.5;59000;20200531;J2000;0.15148193;2.552712438;2.166022632;14.56984499;196.0478408;117.0253998;22.02536828;2.939402245;0.241658031;2458909.357;20200229.86;1489.708407;4.078599335;1.19636;465.5874212;3.5106E-08;8.5424E-09;9.0801E-08;0.000004272;0.000016652;0.000023703;0.000018792;9.8364E-09;1.213E-09;0.000077543;7.4777E-06;MBA;0.42992
a0000876;2000876;   876 Scott (1917 CH);876;Scott;;N;N;10.9;22.42;0.153;0.142;JPL 35;2459000.5;59000;20200531;J2000;0.114074996;3.008380863;2.665199829;11.36288145;150.9494174;211.3253096;175.59087;3.351561898;0.188888209;2458070.898;20171113.4;1905.889217;5.218040294;1.66811;649.1783687;3.8336E-08;1.224E-08;1.1702E-07;0.000004249;0.000017929;0.000023341;0.000015661;1.3636E-08;1.1527E-09;0.000081657;0.000011631;MBA;0.40981
a0000877;2000877;   877 Walkure (1915 S7);877;Walkure;;N;N;10.9;38.41;0.0623;1.4;JPL 76;2459000.5;59000;20200531;J2000;0.160409341;2.48656891;2.087700029;4.25551359;116.3750854;275.8214355;222.7819444;2.88543779;0.251364143;2459546.394;20211127.89;1432.185181;3.921109325;1.09878;427.6122126;3.0266E-08;6.9182E-09;7.5949E-08;3.7162E-06;0.000047212;0.000048921;0.000014147;8.0279E-09;1.049E-09;0.00005717;0.000005977;MBA;0.40897
a0000878;2000878;   878 Mildred (1916 f);878;Mildred;;N;N;14.7;2.529;0.399;0.381;JPL 29;2459000.5;59000;20200531;J2000;0.226766793;2.359956478;1.824796716;2.065669983;172.8368579;190.1949176;219.2721456;2.89511624;0.271861734;2459518.145;20211030.64;1324.202544;3.625468976;0.822394;320.051073;4.2369E-08;7.2749E-09;9.8272E-08;3.7748E-06;0.00010055;0.00010086;0.000010358;8.9246E-09;1.2571E-09;0.000039708;0.000006123;MBA;0.51834
a0000879;2000879;   879 Ricarda (1917 CJ);879;Ricarda;;N;N;11;18.312;0.23;0.623;JPL 37;2459000.5;59000;20200531;J2000;0.154924356;2.531265544;2.13911086;13.68118206;269.8562933;96.94480231;149.5353044;2.923420228;0.244735806;2458389.493;20180927.99;1470.973971;4.027307245;1.18963;462.9683071;5.5982E-08;7.4127E-09;1.4195E-07;3.4227E-06;0.000019707;0.000022285;0.000011555;8.5612E-09;1.0751E-09;0.000046285;6.4616E-06;MBA;0.36106
a0000880;2000880;   880 Herba (1917 CK);880;Herba;;N;N;11.3;32.329;0.042;0.325;JPL 35;2459000.5;59000;20200531;J2000;0.32352569;2.996495556;2.027052265;15.14783176;262.6189008;100.9418905;247.129515;3.965938846;0.190013132;2459594.514;20220115.01;1894.605893;5.187148234;1.08945;423.9812565;3.9871E-08;1.462E-08;1.2318E-07;4.1132E-06;0.000016513;0.000017186;6.6261E-06;1.9349E-08;1.3906E-09;0.000037606;0.000013865;MBA;0.40651
a0000881;2000881;   881 Athene (1917 CL);881;Athene;;N;N;11.8;12.153;0.237;0.101;JPL 31;2459000.5;59000;20200531;J2000;0.205568443;2.613698716;2.076404739;14.19107766;277.0333528;41.31311732;121.3025051;3.150992692;0.233249535;2458480.445;20181227.95;1543.411435;4.225630212;1.08307;421.4983519;3.6621E-08;9.0525E-09;9.4784E-08;4.5341E-06;0.0000161;0.000019734;0.000012666;1.0913E-08;1.2118E-09;0.000053379;8.0184E-06;MBA;0.42774
a0000882;2000882;   882 Swetlana (1917 CM);882;Swetlana;;N;N;10.6;42.44;0.062;0.313;JPL 37;2459000.5;59000;20200531;J2000;0.266807023;3.123678596;2.29025921;6.125591972;256.3018449;126.4370946;151.700261;3.957097981;0.178527269;2458150.768;20180201.27;2016.498668;5.520872465;1.30042;506.0844514;3.2241E-08;1.2407E-08;1.021E-07;3.4241E-06;0.000037745;0.000038244;7.7374E-06;1.5718E-08;1.0637E-09;0.000040844;0.000012015;MBA;0.42031
